"name","host_name","neighbourhood","floor","price","footage","avgreview","Deal"
"Amazing location! Cozy apartment!","Sara","East Harlem",16,246.979668,350,2.34,"Neutral"
"Unique private room and bathroom in Brownstone","Laura","Harlem",16,246.5740781,380,1.78,"Bad"
"Lovely BedStuy apartment w/ young professionals.","Vero","Bedford-Stuyvesant",1,91.13710104,493,4.71,"Good"
"Prvt Bedroom in Brooklyn Brownstone","Lisa","Fort Greene",1,94.93667687,182,2.49,"Neutral"
"3 Bedroom apartment & Yard next to Subway sleeps 6","Yinny","Bay Ridge",1,191.2141427,208,3.23,"Neutral"
"Quiet and clean apartment in nyc","Soledad","Briarwood",5,156.8609061,437,4.08,"Neutral"
"Simple Spacious RM near Queens Center Mall & NYPD","Kazuya","Elmhurst",5,81.1257514,440,2.14,"Neutral"
"Private Room With Private En-Suite Bathroom","Maria","Bedford-Stuyvesant",1,93.50690142,170,2.74,"Neutral"
"Open floor plan, 1,000 Sq ft in Bed-Stuy","S","Bedford-Stuyvesant",1,194.7209873,281,1.85,"Bad"
"Cozy Room Astoria","","Ditmars Steinway",5,84.20026646,390,4.67,"Good"
"One Bedroom in Heart of Harlem","Derrick","Harlem",16,515.2943615,655,3.58,"Neutral"
"Traditional Townhouse in Bushwick","Martin","Bushwick",1,193.6024938,346,2.44,"Bad"
"Centrally Located, Cozy One Bedroom","Shalev","Hell's Kitchen",16,529.9908231,363,2.61,"Bad"
"Long Island City- Furnished Studio","Jess","Long Island City",20,525.9507455,332,2.82,"Bad"
"Master bedroom/private bathroom with Balcony","Adam","Bedford-Stuyvesant",1,93.5999619,306,1.63,"Neutral"
"Huge room in Creative Colorful Modern apartment","Brooke","Bedford-Stuyvesant",1,94.20548113,302,3.73,"Good"
"Beautiful One Bedroom  East Harlem Apt","Omar","East Harlem",1,268.9500157,292,3.8,"Neutral"
"GREAT SPACIOUS PRIVATE ROOM","Mathew","Harlem",16,245.6539224,353,4.1,"Neutral"
"Room with Private Bathroom","Graham","Bedford-Stuyvesant",1,92.48475343,333,2.98,"Good"
"Bright & Clean Bedroom Nice Area Close to Subway","Yinny","Fort Hamilton",1,85.76622175,379,2.9,"Good"
"Cozy Brooklyn getaway","Dina","Flatbush",1,88.2261775,300,1.82,"Neutral"
"Spacious Midtown Apt with window view & balcony","Amy","Hell's Kitchen",1,145.3154352,288,3.58,"Neutral"
"Heights III","Candace","East Flatbush",1,88.93790964,351,2.46,"Neutral"
"1 bedroom within walking distance to Times Sq","Andrew","Midtown",16,533.443253,300,2.71,"Bad"
"Nice 1 BR Apartment at Central Park","Drew","East Harlem",1,267.6666275,419,2.49,"Neutral"
"Large Private Room Near Central Park & Mount Sinai","K. Naomi","East Harlem",16,249.9790004,381,3.01,"Neutral"
"CathedraNYC","Valjean","Harlem",1,263.593176,559,2.75,"Neutral"
"Sun-drenched, airy industrial loft in Brooklyn!","Cristian","Bushwick",1,93.885356,264,2.59,"Neutral"
"Mi casa es su casa, La casa de Pupilos","Edgard","Middle Village",5,88.91320694,194,3.31,"Neutral"
"Huge Bushwick 4BR apt w/private baths, sleeps 12!","Noel","Bushwick",1,197.0775447,212,2.01,"Neutral"
"Super Cute 2 Beds in the East village","Sally","East Village",1,287.407048,249,3.11,"Bad"
"Sunny loft in heart of Crown Heights","Cathy","Crown Heights",1,91.63327061,649,2.53,"Good"
"Modern luxury apartment on 42nd Street","John","Hell's Kitchen",16,531.2293097,317,2.17,"Bad"
"Premier room in Downtown NYC, Spacious and Private","Cherry","Chinatown",16,263.9668701,470,3.43,"Neutral"
"SuperBig Beautiful room,clean manhattan 30min.","Sunny","East Flatbush",1,87.80208785,362,2.12,"Neutral"
"SuperHost 1 block to  Times Square NYC City Center","Julian","Hell's Kitchen",16,263.9668701,271,3.41,"Neutral"
"Private Room in a Modern Fort Greene Apartment","John","Fort Greene",1,96.0313487,430,2.53,"Good"
"Manhattan Club NY-One Bedroom Suite-Sleeps 4","Dolores","Midtown",1,282.9469742,458,2.54,"Neutral"
"Beautiful Duplex North of Chelsea (Penn Station)","Bani","Chelsea",16,536.7435242,281,3.73,"Good"
"Sunny Spacious Dwelling","Kris","Flatbush",16,511.510364,551,2.56,"Bad"
"Private Studio Near Union Square","Annie","Chelsea",16,536.8413894,176,4.19,"Bad"
"New York City Getaway; very close to LGA","Laverne & David","East Elmhurst",5,161.1350796,446,2.29,"Neutral"
"Light Filled Loft Studio in Fort Greene","Benjamin","Fort Greene",1,272.5310345,381,2.98,"Neutral"
"Chic Studio Apartment in Bed Stuy","Jason","Bedford-Stuyvesant",1,196.5979467,455,2.21,"Neutral"
"Private Room East Village near Union Square","Dane","East Village",1,149.3287057,594,2.54,"Good"
"URBAN DWELLING","Anthony","Hell's Kitchen",1,146.5385272,718,1.52,"Neutral"
"Edgecombe Ave Room","Adam","Harlem",16,512.0161242,169,3.19,"Bad"
"Available in August only. One room with twin bed.","Zena","Flushing",5,84.60120045,275,4.69,"Good"
"Luxurious 1BR/1.5Bath Park Ave Apt","Srini","Murray Hill",16,537.9519023,510,3.46,"Neutral"
"Stunning Designer Loft in the heart of Chelsea","George","Chelsea",1,286.4599527,208,3.14,"Bad"
"SPACIOUS MANHATTAN TOWNHOUSE 2BR Apt Sleeps 6","Anitra And Steven","Harlem",1,265.8688208,559,3.32,"Neutral"
"One bedroom is Bushwick, near everything","Ana","Bushwick",1,90.6724343,210,2.15,"Neutral"
"Sunny studio apartment in the heart of Manhattan","Shira","Kips Bay",16,537.9519023,473,2.07,"Bad"
"Large Room In 3Bed Home w/ Washer/Dryer","Peter","East Flatbush",1,88.18234169,281,2.39,"Neutral"
"NYC Hell's Kitchen/Midtown West 1BR","Danyel","Hell's Kitchen",1,283.8811414,483,2.48,"Good"
"Brooklyn: Spacious apartment in calm neighborhood","Talia","Gowanus",1,135.4333388,192,3.19,"Neutral"
"Spacious & Sunny Brooklyn Home","Zoe","Flatbush",1,192.0386965,243,2.69,"Neutral"
"10BR 6 full Bath, 3 story, entire landmark house","Lucy","Crown Heights",1,195.3536514,310,2.84,"Neutral"
"Private comfy bedrm & bath Brookly NY","Maria","Bedford-Stuyvesant",1,94.18043816,166,2.79,"Neutral"
"Centrally Located One Bedroom Apt","Garron","Chelsea",1,287.310175,316,3.62,"Neutral"
"Spacious Private Room Near A C train in Brooklyn","Patnaree","Bedford-Stuyvesant",1,91.36335672,530,2.8,"Good"
"Small Brooklyn Gem 25 Minutes Away from the City","Shay","East Flatbush",16,187.3087036,306,1.83,"Bad"
"Apartment - private kitchen & bath","Lamee","Bedford-Stuyvesant",1,132.5994072,487,2.31,"Neutral"
"NYC Designer 4bedrooms 2bath! PRIVATE PATIO","Michael","East Village",17,534.1925038,558,2.06,"Bad"
"Crown Heights Greenroom","Michael","Crown Heights",16,517.3937288,177,3.09,"Bad"
"Spacious 2 BDR APT BROOKLYN Sleeps 8!","Sherry  W  X","East Flatbush",1,191.684624,459,3.85,"Neutral"
"Luxury Doorman Building/Murray Hill","Ross","Gramercy",16,266.3616438,217,2.63,"Bad"
"Amazing private room 5 min time square","Ryan","Hell's Kitchen",1,142.2348709,482,3.55,"Good"
"Private Master Bedroom & Full Bath","Anton","East Village",1,147.9486922,309,4.29,"Neutral"
"Brooklyn Carriage House","Vikki","Clinton Hill",1,200.3539764,427,3.03,"Neutral"
"Garden level apartment in Bed-Stuy","Jordan","Bedford-Stuyvesant",1,197.0775447,157,1.66,"Bad"
"Cozy room in a big house!","Seyi","Marble Hill",1,124.0146073,154,2.62,"Neutral"
"Large House in Brooklyn near Express Subway","Su","Bedford-Stuyvesant",1,195.2766973,590,3.79,"Good"
"Private Room in 3bdm, Astoria","Blake","Astoria",5,87.41190779,331,3.63,"Good"
"Tribeca/Chinatown Converted Loft","Christine","Chinatown",1,285.7354594,164,3.46,"Bad"
"Huge, Sunny Apartment on Bushwick/Bed Stuy Border!","Ryan","Bedford-Stuyvesant",1,197.4601978,323,2.7,"Neutral"
"Basic Little Italy 3","Billy","Little Italy",1,147.2644273,242,2.47,"Neutral"
"Sunny ""green"" brownstone duplex with deck & garden","Bettina","Bedford-Stuyvesant",1,195.8509092,308,3.44,"Neutral"
"Amazing apt at Financial District Manhattan","Raviv","Financial District",16,261.1470638,387,3.42,"Neutral"
"Midtown West - Cozy Double Double Room","Gabriel","Hell's Kitchen",16,262.8272495,466,2.11,"Neutral"
"(Room 102)法拉盛舒适轻奢套房","Wenqin","Flushing",5,78.74082258,490,2.52,"Good"
"Private room in Bushwick, Brooklyn","Monica","Bedford-Stuyvesant",1,90.88444852,371,2.48,"Good"
"Beautiful, unique apartment in Brooklyn Heights","Annette","Brooklyn Heights",1,205.9010741,422,3.56,"Neutral"
"Best of NYC! Location and Lux Apt 1 Bed 
& SofaBed","Sherry","Chelsea",1,287.0224843,352,3.88,"Neutral"
"Large Luxury Studio with a view","Shosh","East Harlem",16,515.4082406,376,4.79,"Neutral"
"SPACIOUS & COZY APARTMENT, 35 MINS FROM MANHATTAN","Stacy & Simon","Cypress Hills",1,190.7344926,438,4.75,"Good"
"Light-filled Bowery 1BD Apartment","Julien","Chinatown",16,534.885985,417,4.2,"Neutral"
"Modern Home, Amazing Location Master Suite","Jermaine","Canarsie",16,243.1686294,280,4.78,"Neutral"
"Quiet Clean and Charming! Entire Apt Fri-Sun!","Jeanie","Inwood",16,241.5251836,276,2.37,"Bad"
"Spacious Sun-filled Room in Brooklyn","Emily","Crown Heights",1,193.9688377,377,2.14,"Neutral"
"Cozy Sunny Harlem Studio","Fabrice","Harlem",1,262.9502608,672,3.16,"Neutral"
"Historic Mansion, Comfortable Room","Emily","Bedford-Stuyvesant",16,517.1117584,206,4.01,"Bad"
"Historic Lower East Side","Rebecca","Chinatown",1,285.0386317,234,3.34,"Bad"
"BedStuy cozy + convenient private room and bath","Layla","Bedford-Stuyvesant",1,89.65799343,381,4.68,"Bad"
"Perfect Midtown Apt E. 50th St","Kiovanna","Midtown",16,533.8555765,354,3.25,"Bad"
"Wyndham Midtown 45 (2 Bedroom Presidential) 1A","Michael","Midtown",1,286.0038149,324,2.31,"Bad"
"Bed Stuy Brownstone Charm","Damira","Bedford-Stuyvesant",1,91.74400114,406,3.44,"Good"
"Accomplished private room next to Columbia Uni","Sergii","Harlem",1,131.7466823,258,2.72,"Neutral"
"Shared Apartment - 1 Bedroom","Nick","Chelsea",1,112.9578987,182,2.98,"Neutral"
"Cozy 1 Bedroom Apt~Midtown-East Manhattan NYC!","Kelley","Midtown",1,285.1242765,532,3.34,"Neutral"
"Clean + Spacious.","Patrola","Harlem",16,512.5363249,887,3.39,"Good"
"5mins Waterfront, McCarren, 25mins to Times Sq","Greem","Greenpoint",1,102.9831495,273,4.8,"Good"
"Super Cute 1 Bedroom Best Location","Corporate Housing","Kips Bay",1,288.7127932,414,3.82,"Neutral"
"Comfortable one bedroom apartment","Shalisa","Bedford-Stuyvesant",1,198.763512,175,2.44,"Bad"
"Top Floor Doorman Apt-Water Views","Laura","Battery Park City",16,530.1906916,384,3.44,"Bad"
"NEWLY RENOVATED HOME IN BUSHWICK / Best offer","Sergii","Bushwick",1,61.75118959,360,2.86,"Good"
"New Apartment in Manhattan - New York City","David","Kips Bay",16,538.3718351,192,2.53,"Bad"
"Rose's Brooklyn Oasis - Close to Subway!","Vinette","East Flatbush",1,87.86373506,368,2.34,"Neutral"
"Bright, serene apt in Fort Greene/Clinton Hill","Amanda","Clinton Hill",1,201.655694,403,1.73,"Neutral"
"Large, Sunny Studio in the heart of Chelsea.","Eunice","Chelsea",16,536.646157,330,3.37,"Bad"
"✈ NYC/Travelers. New Private Access Room Bed Full","Skarly & Ming","Bushwick",1,92.40340659,392,3.01,"Good"
"WOW LOFT LONG TERM STAY & SHORT TERM EVENTS/SHOOTS","Sam","Chinatown",16,534.0232417,190,2.35,"Bad"
"Wonderful apartment with view & Rooftop!!!!","Marco","Astoria",5,269.7029562,350,3.22,"Bad"
"Only Steps away from LaGuardia arpt","Maya","East Elmhurst",5,80.96208753,359,3.54,"Good"
"DESIGN, COLOR, MODERN, LIGHT!!! COOK'S KITCHEN!!!","Gabriel","Bushwick",16,514.6769222,563,4.67,"Neutral"
"COZY ROOM IN PRIME MID EAST CLOSE TO EVERYTHING!!!","Sommy","Midtown",16,261.5174506,166,2.19,"Bad"
"Bensonhurst Gem","Tuan-Phi","Bensonhurst",1,188.7805064,324,3.54,"Neutral"
"My Spacious & Comfy Home Away","Shaquana","Crown Heights",1,267.3550511,483,3.19,"Bad"
"Trendy 1 BR in the LES NY","Alyssa","Lower East Side",1,286.5525419,387,2.44,"Neutral"
"Private bedroom in Gorgeous Brooklyn Apartment!","Cesar","Crown Heights",1,90.93427884,296,4.64,"Good"
"Cozy & Private Bedroom near Highline- CHELSEA","Bryan","Chelsea",1,149.3287057,324,2.82,"Neutral"
"Cute Bright Studio","Chi","Greenwich Village",1,287.6022804,441,3.8,"Neutral"
"Lovely room in Brooklyn","Xavier","Bushwick",1,131.0135245,328,3.27,"Neutral"
"70KO","Gabriel","Bedford-Stuyvesant",1,94.13056414,404,2.86,"Good"
"Big apartment, comfy - calm bedroom","Nicolas","Harlem",1,129.4798744,244,2.46,"Neutral"
"Large Duplex Near Subway! 5bdrm/2ba","Dee","Crown Heights",1,194.7030906,456,2.14,"Neutral"
"Location! Location! Location! Quiet and Cozy, 3 bd","Joe","Hell's Kitchen",16,529.4060531,384,3.15,"Bad"
"Sunny, East Village Apartment!","Morgane","East Village",16,536.072203,368,2.92,"Bad"
"Private bedroom on historic street in Manhattan","Jaye","Chinatown",16,262.9650095,404,2.44,"Neutral"
"Lovely Guestroom in Brownstone","Michelle","Crown Heights",1,195.2958705,453,3.34,"Neutral"
"Room in Jackson Heights (Queens)","Jorge","East Elmhurst",5,81.36860345,249,2.49,"Neutral"
"Bedroom for one","Nicole","Harlem",1,127.7511615,377,3.29,"Good"
"Sunny Newly Renovated Private Room - Bed-Stuy","Uchenna","Bedford-Stuyvesant",1,197.8080642,328,2.73,"Good"
"LaRoom","Kosta","Briarwood",5,78.21823344,488,3.6,"Good"
"NYC-THE BEST: Stay in Comfy Apt Manhattan-Harlem!","Jeanine","Harlem",16,515.5236726,402,2.73,"Bad"
"Sonder | Stock Exchange | Welcoming 1BR + Sofa Bed","Sonder (NYC)","Financial District",16,530.5295001,347,3.6,"Bad"
"Spacious Deco Apt.- Columbus Circle","Alexis","Hell's Kitchen",16,260.4349652,250,4.93,"Neutral"
"Light filled room in Bushwick for the summer!","Britta","Bushwick",1,92.40340659,548,2.4,"Good"
"Charming XL 1br in Astoria","David","Astoria",5,198.7079795,307,3.27,"Neutral"
"Penthouse Apt w/private roofdeck, NO cleaning fee","Ryan","East Village",16,534.5359104,317,3.43,"Bad"
"Beautiful private room in Manhattan","Djily","Harlem",1,129.610298,294,2.15,"Neutral"
"Midtown Manhattan - 3BR/1BA near Empire State","Inho","Murray Hill",17,538.2660165,315,3.88,"Bad"
"15 minutes to Manhattan, Times square","Chad","Long Island City",5,85.76805776,508,2.46,"Good"
"2 bedroom Flat in Park Slope","Kemar","Gowanus",1,199.5139854,439,3.68,"Neutral"
"Airports Sleep Inn","Karlene","Jamaica",5,77.00354566,389,2.95,"Good"
"Charming Brooklyn Studio","Erika","Crown Heights",1,195.9953892,412,3.66,"Neutral"
"Charming and Luxury 1 Bedroom Apartment","Taylor","Chelsea",16,536.072203,248,2.68,"Bad"
"Douglaston apartment Room B
(2nd room )","Leonard","Douglaston",5,76.22873511,308,4.26,"Good"
"Gorgeous Brownstone - 3 blocks from subway!","Hadas","Bedford-Stuyvesant",1,199.3359481,326,3.42,"Neutral"
"Serene + Spacious Bushwick Oasis","Hunter","Bushwick",1,92.62913096,385,2.81,"Good"
"Newly renovated amazing 2 bedrooms","Alexandre","Bedford-Stuyvesant",1,195.8919475,387,3.53,"Neutral"
"Newly Renovated 3 Bedroom Apartment in Brooklyn","Ashley","East Flatbush",1,191.93916,250,2.72,"Good"
"It's so easy to get to EVERYthing!","Molly","Crown Heights",1,195.78971,380,2.67,"Neutral"
"GREAT sunny 1 bedroom","Andy","East Village",16,535.3332549,308,1.8,"Bad"
"Spa Ha Getaway","Alvina","East Harlem",1,266.7420262,433,4.37,"Neutral"
"Room in Chelsea","Sorcha","Chelsea",1,148.5832382,249,3.06,"Bad"
"Spacious Bedroom @ Convinience","Ash","Astoria",5,85.44234608,321,3.55,"Good"
"King-size sunny bedroom by JMZ and G trains.","Ekaterina","Bedford-Stuyvesant",1,94.25578052,392,2.74,"Good"
"2 BED STEP TO THE TRAIN","Edward","Ditmars Steinway",5,164.2524074,340,4.57,"Neutral"
"Location and Comfort Matter!","Johny","Bedford-Stuyvesant",1,199.5139854,431,3.37,"Neutral"
"Sunny bedroom with balcony, Queens","Maya","Elmhurst",5,130.4378246,339,3.16,"Neutral"
"bright 1 bedroom by the park","Anne","Greenpoint",16,526.0517475,380,2.89,"Bad"
"Cozy & Super Convenient Studio!","Michelle","Chelsea",16,537.6427089,305,2.95,"Bad"
"A spacious, private room flooded with light!","Michelle","Fort Greene",1,201.4400255,366,4.75,"Neutral"
"NEW RENO HUGE PRIVATE BED&BATH PLUS TERRACE","Anna","Long Island City",5,86.10965781,194,2.59,"Neutral"
"2BR, Heart of Lower East Side","Ryan","Lower East Side",16,535.1530347,234,3.32,"Bad"
"Clinton Hill Apartment Single Bedroom ! Pratt ~~","Santiago","Clinton Hill",1,96.79230649,314,2.59,"Neutral"
"Cozy Brooklyn Heights Getaway w/ Manhattan Access","Henry","Brooklyn Heights",1,98.66321926,166,3.31,"Neutral"
"Manhattan/帝国大夏/ time square【3】","Michael","Chelsea",16,266.7979257,237,2.22,"Bad"
"Carroll Gardens Brooklyn Apartment ","Derek","Carroll Gardens",1,199.9413776,311,3.14,"Neutral"
"Best Neighborhood Brand New 1 BDRM!","Maky","Lower East Side",16,535.1530347,617,3.04,"Neutral"
"BEST ROOF in East Village + Gorgeous Modern Apt","Loren","East Village",1,285.646876,215,3.22,"Bad"
"Big bright apartment in hip neighborhood","Shelley","Greenpoint",1,207.0082331,240,3.42,"Neutral"
"An Urban Oasis in Brooklyn","Vanessa","Bushwick",1,198.9887017,228,2.44,"Bad"
"Mid Century modern room  1 minute to Subway","Kieu","Bedford-Stuyvesant",16,520.1545186,474,3.5,"Bad"
"The Cozy Corner - Private Room w/ Laundry","Rose","Astoria",5,85.80739934,281,4.01,"Good"
"Gorgeous Chelsea apartment","Hellen","Chelsea",16,203.8609024,529,3.06,"Neutral"
"Colorful + Comfortable Downtown NYC Apartment","Andrea","East Village",1,286.2761461,219,2.54,"Bad"
"Cozy & Quaint","Krystle","East Harlem",16,515.759324,373,2.74,"Bad"
"Spacious 2 Story Apt. Near Subway","Che-Wei","Bedford-Stuyvesant",16,519.5160862,490,4.22,"Neutral"
"East Village~Organic Living","Marie","East Village",16,535.3332549,407,4.28,"Neutral"
"Bright Bedroom in a Brooklyn Loft","Grete","Downtown Brooklyn",1,205.5014578,238,3.76,"Bad"
"Spacious 3BR/3BA in the East Village","Ryder","East Village",1,285.9139256,454,4.95,"Neutral"
"Bluebird Hell's Kitchen 1-BR + Full Service Spa!","Bluebird","Hell's Kitchen",16,531.8115514,171,2.49,"Bad"
"Room in Charming Brooklyn Apartment","Rebecca","Bushwick",1,94.66870335,297,3.74,"Good"
"Epic 1BR in Heart of East Village","Dylan","East Village",16,536.9397565,665,2.5,"Neutral"
"Private Room - 2 blocks from Central Park","Leandro","East Harlem",1,132.7001893,319,2.82,"Neutral"
"Garden, Exotic  Lounge Apartment","Annette","Harlem",16,514.054542,282,2.53,"Bad"
"Welcoming, Clean, Cheap on St Marks","Chase","East Village",16,264.8815656,349,2.72,"Neutral"
"Charming manhattan 1 bedrooms in the city","Dan","Harlem",1,263.0639938,153,3.12,"Bad"
"Clean, cozy bedroom in luxury building","Nan","Midtown",1,150.0213033,316,2.33,"Neutral"
"2 BEDROOMS 2 PERSONS EACH","Alexis","Harlem",16,245.0739821,234,4.34,"Neutral"
"NO FEE RENTAL *Lease Takeover Modern Apt Downtown","Monica","Financial District",16,532.4148696,308,2.25,"Neutral"
"10 minutes from JFK Airport Rockaway Beach Bliss","Erica","Edgemere",5,153.1555786,316,4.37,"Neutral"
"24HR Doorman Condo&Gym 3Blocks From Time Square!!!","Greg","Hell's Kitchen",1,281.7066415,440,4.54,"Neutral"
"Spacious Studio w/ Patio- Ft Greene","Shawn","Fort Greene",1,201.5833587,348,3.92,"Neutral"
"Quiet retreat, peaceful stay","Wesly/Jessica","Crown Heights",1,264.9294856,550,3.43,"Neutral"
"Huge Artistic Downtown Loft - Designer Furniture","Kasra","Civic Center",16,534.1076717,451,2.63,"Bad"
"Peaceful Private Luxe Bushwick Space","Timothy","Bushwick",1,90.04289393,384,2.3,"Neutral"
"Large,sunny private room in Harlem","Ettice","Harlem",1,264.9788782,270,2.96,"Good"
"Private room in my apartment.","Naftali","Harlem",16,246.3213755,422,3.2,"Neutral"
"Spacious Basement Bedroom in Duplex w/ yard access","Cj","Bushwick",1,92.6499695,412,2.96,"Good"
"Hamiliton Heights Home","Lauren","Harlem",16,246.0407573,332,3.34,"Neutral"
"Bright Modern clean convenient Brooklyn Location","Edward","Bushwick",1,194.5087745,441,2.2,"Neutral"
"Upscale Studio in Brooklyn","Andrew","Bedford-Stuyvesant",1,199.8175161,538,2.47,"Neutral"
"Great Private Room with 2 Beds Near Metro","Lisa And Julian","Bedford-Stuyvesant",1,94.08097071,299,4.01,"Good"
"Chelsea Cabins (NYC)","Maria","Chelsea",1,148.6643775,397,3.06,"Neutral"
"Spacious Bedroom in Central Harlem","Elizabeth","Harlem",1,129.6765192,366,3.85,"Good"
"Cozy Quiet Sunny 1br Ditmas Park Close to Train","Nataliya","Flatbush",1,127.9673117,207,2.07,"Neutral"
