id,name,host_name,neighbourhood,floor,price,footage,avgreview
295,Shannan's Place,Elma,Fort Greene,1,95.10128917,750,2.57
296,Renovated 4 BED 3.5 BATH BK Townhouse Triplex APT,Mike,Williamsburg,16,258.4041394,571,3.34
297,"Cozy, Convenient, Clean & Colorful!",Robin Laverne,Bushwick,1,90.48220161,347,3.52
298,Cheap West Village Apartment,Peter,West Village,16,264.96028,468,3
299,NICE AND BRIGHT ROOM UPPER WEST!,Martin,Upper West Side,16,255.9146044,184,3.38
300,Cozy private room in beautiful apt,Julio,Washington Heights,16,242.6773324,228,1.64
301,"Nice, clean and large room. Peaceful place",Antonio,Long Island City,5,97.19546294,292,3.07
302,HEART of Manhattan,Margaret,Murray Hill,16,536.9397565,391,3.78
303,Charming Carroll Gardens 2 bed apt,Gideon,Carroll Gardens,1,201.089305,554,2.43
304,2 BEDROOM RIGHT IN THE MIDDLE OF MANHATTAN!!,Maria De La Encarnacion,Kips Bay,1,288.5061247,263,2.39
305,"Safe,Sunny,SouthFacing Apt Near All",Michael,Chelsea,16,536.1666603,194,4.06
306,"Homey, Friendly Apt Share Next to Subway",Ollie,Crown Heights,1,91.54221663,334,3.08
307,"Beautiful, sunny 1 bedroom off Graham Ave",Yael,Williamsburg,1,203.9685704,286,2.1
308,Charming 2 Bedroom in the Heart of Williamsburg,Daniel,Williamsburg,1,206.4701338,389,4.07
309,"Private room in Queens Village, NY. Near JFK.",David,St. Albans,5,76.54943493,410,3.8
310,"Private, Spacious Bedroom in Harlem, single bed",Diane,East Harlem,3,131.0623367,210,2.22
311,Boho Chic One Bedroom In Cobble Hill Brookyn,Tina,Cobble Hill,1,202.8774629,178,2.41
312,Cool Private Apt in Manhattan w/ Comfy Queen Bed!,Dani,Harlem,1,263.2447113,217,2.01
313,CLEAN COMFORTABLE ROOM 7 MIN FR JFK,Paulette,Springfield Gardens,5,76.45949638,402,2.36
314,Cute & Modern 1 Bedroom Apt,David,Williamsburg,16,522.8684619,208,3.94
315,"UWS, Close to Park, Shops, Transpor",Dinara,Upper West Side,16,249.6822771,454,2.98
316,1 Min from Bedford Ave L in RR Apt,Matthew,Williamsburg,1,100.7719434,170,4.79
317,"Small Basic Room in Great Area: Long Term, 2 beds!",Leo & Family,East Elmhurst,5,264.1793481,223,2.28
318,Private Room In Renovated Brooklyn Brownstone!,Amanda,Crown Heights,1,91.91316898,272,4.62
319,Blocks to the High Line * West Village Home for 10,S,West Village,2,287.2137926,487,3.4
320,Extremely Large 2 Bedroom Midtown Apartment,Kraja,Kips Bay,1,288.5061247,333,3.83
321,Nice  room midtown Manhattan 6rs,Artem,Hell's Kitchen,1,144.4928087,393,4.29
322,Prime location.near all 20 mins to manhattan.apt1B,Taka,Elmhurst,5,88.12800567,257,3.36
323,Luxury 2 Bedroom 2 Bath Brownstone in NYC,Susan,Harlem,16,514.3177112,256,4.55
324,BROOKLYN! Cute Williamsburg room + Balcony +Trains,Pete And Chloe,Williamsburg,1,97.36821222,312,3.16
325,Peaceful room in a lovely Brooklyn duplex,Chris And Zaneta,Windsor Terrace,1,89.45346657,352,2.46
326,Super Large & Cozy One Bedroom Apartment,Fayth,Astoria,5,167.7117295,251,2.96
327,Private bedroom w/ pvt entrance near Times Sq. 52E,John,Hell's Kitchen,16,263.457551,303,2.81
328,Bright Modern Quiet Chelsea true 1bed,Michael,Chelsea,16,536.072203,699,3.21
329,Large studio all to yourself,L,Chinatown,1,286.0941459,363,2.56
330,Studio apartment close to Central Park,Giampiero,Upper East Side,1,280.6856499,399,2.35
331,New Studio in Heart of Chelsea,Charles,Chelsea,16,536.4529016,339,2.71
332,Crown Heights Gem w/ pvt. balcony,Kilolo,Crown Heights,1,197.5091304,325,2.12
333,Private Room with Private Bathroom Newly Renovated,Lana,Kew Gardens,5,78.69246245,378,3.28
334,Cozy studio in Manhattan!,Marko,Upper East Side,1,272.7500808,179,3.06
335,Lovely 1 Bedroom Greenpoint Apartment Near Park,Elizabeth,Greenpoint,1,204.1896137,414,3.62
336,Cozy & Charming Chinatown/LES Spot!,Adam + Yulu,Chinatown,16,534.3633855,390,2.98
337,Beautiful Private Room 5 min away from Mid-town,Fiorella,Roosevelt Island,1,141.0484671,583,4.14
338,"Luxe, Quiet, Bright 1br in Prime Williamsburg",Louie,Williamsburg,1,205.6998075,538,2.62
339,Doorman GYM Studio Best Location 5193,Jeremy & Laura,Midtown,16,536.7435242,360,1.55
340,Carroll Gardens Brownstone,Ann,Carroll Gardens,16,521.6621439,368,2.73
341,"Rancho Deluxe, Williamsburg! ",Mike,Williamsburg,1,206.7905428,415,2.87
342,1 large bedroom apartment available,Akshay,Upper West Side,1,275.9770769,262,2.84
343,Room in SOHO! On Broome Street,Rosemarie,Nolita,16,264.7253146,504,3.58
344,Modern Apt on Best Location in Brooklyn !,Fernando,Bedford-Stuyvesant,1,134.0656957,328,3.08
345,"Best of the west! Sunny,quiet&huge! Ideal location",Gil,Upper West Side,16,522.6328074,179,3.48
346,"Great Studio in Chelsea, New York",Alessandro,Chelsea,16,537.1380119,361,2.66
347,East Williamsburg Bedroom,Dorthy,Williamsburg,1,202.6781941,681,2.08
348,Coozy Room In Park Slope.,Shawn,South Slope,16,248.1050492,267,3.46
349,Enjoy this cozy private room near Times Sq. 53E4,John,Hell's Kitchen,16,263.8195886,222,3.3
350,Single Bedroom around Columbia University,Yiwei,Upper West Side,1,132.3626573,316,3.75
351,One Bedroom Apartment in the Heart of East Village,Maira,East Village,1,287.8989028,525,4.58
352,Williamsburg house - Master Bedroom,Johnny,Williamsburg,1,98.35324555,455,3.13
353,The trendiest block in Bedford Stuyvesant Brooklyn,Byron,Bedford-Stuyvesant,1,268.1070336,157,2.54
354,"Private room in Queens, Ny # 1",Sonia,Glendale,5,81.71270427,178,3.85
355,Your Hudson Heights Hideaway ◔‿◔,Ella,Washington Heights,16,242.7174677,441,2.6
356,Williamsburg Vintage Chic w/Garden,Irit,Williamsburg,16,197.5620098,563,2.1
357,Sunny Room in the Heart of it All!,Lisa,Williamsburg,16,258.4536432,424,2.2
358,Studio Apartment 6 minutes from JFK Airport,Lakshmee,Jamaica,5,76.92507813,362,2.47
359,Lovely Young Apt    Close to JFK & LGA,Thomas,Flushing,5,124.3615739,311,2.51
360,Townhouse with  private bathroom and lush backyard,Kristen,Crown Heights,1,89.3999955,278,2.19
361,Trendy open concept Williamsburg loft apartment,Kori,Williamsburg,1,206.7905428,420,4.4
362,Cozy Getaway in Harlem,Jenae,Harlem,16,516.4854209,226,3.76
363,1 room in 3 bdrm apt 78th and 3rd,Shana,Upper East Side,1,138.668041,629,3.88
364,"Sunny and Spacious in East Village, Alphabet City.",Aaron,East Village,16,536.549284,494,3.67
365,Great share - central location downtown,Jeff,Lower East Side,1,147.4891531,167,3.65
366,Luxurious Midtown Manhattan Apartment -Ladies Only,Brianna,Kips Bay,16,204.2699561,439,2.38
367,SUMMER DEAL! Duplex: 2 Bedrooms with Private Yard,Mark & Olivia,Upper East Side,16,520.3760283,506,2.24
368,Brand New 3BR Apartment,Corey,Williamsburg,16,522.478218,230,4.15
369,Flex Chk In Times - NYC Quick Stay,475,Harlem,1,128.3937228,397,2.44
370,2 BR APT in the heart of Hell's Kitchen - Times SQ,Jesse,Hell's Kitchen,1,282.796156,332,2.44
371,Studio Apt in the Heart of Flatiron,Samantha,Flatiron District,1,289.132726,186,3.21
372,Big 4 bedroom house with garden by the Park in PLG,Audrey,Prospect-Lefferts Gardens,1,193.5559711,371,3.42
373,Nice and Comfy room with a Queen Size Bed!!,Nila,Glendale,5,79.83348054,239,2.24
374,Cozy 2 br in sunny Fort Greene apt,Sally,Fort Greene,1,95.76049931,364,3.13
375,Wyndham Midtown 45 (2 Bedroom Presidential) 4A,Michael,Midtown,1,286.0941459,646,3.65
376,Airy Designer Loft in Williamsburg,Andrew And Stine,Williamsburg,1,203.7944378,458,3.71
377,Luxury spacious new 1Bdr 30 mins to Manhattan,Panid,Midwood,1,188.9658426,167,3.5
378,Bright Minimalist Creative Retreat Bedroom BedStuy,DyAnna,Bedford-Stuyvesant,1,200.4188555,261,3.34
379,NEW! Exceptional 2BR/1BA Williamsburg Oasis,Russell,Williamsburg,1,204.3240785,248,4.75
380,1 Bedroom in Giant Bushwick House,Casey,Bedford-Stuyvesant,16,250.04401,367,2.02
381,City View From Brooklyn– 2Bd+2Bth,Said,Clinton Hill,1,136.5238578,165,2.5
382,Lovely villa,Maranatha,Crown Heights,1,194.1837815,401,2.67
383,2 Bedroom 1 Bathroom Marry Hill,Adam,Murray Hill,1,287.1178969,344,4.11
384,Spacious room in downtown 1st Ave 14th St.,Ma,Stuyvesant Town,16,536.9397565,388,2.1
385,Cozy&Clean in a great neighborhood,Nicole,Harlem,16,512.7097171,246,3.08
386,Private sunny 1 Bedroom Apartment,Gaby,Borough Park,1,191.2252231,178,2.63
387,Affordable & Cozy Apartment near Prospect Park,Christie,Prospect-Lefferts Gardens,1,194.2511116,280,2.08
388,Beautiful bright clean room | long term,Neil,Harlem,1,130.5735319,162,2.48
389,"Colorful apt, 25 mins to Manhattan",Katerina,Bedford-Stuyvesant,1,196.1634544,464,4.26
390,Sonder | The Nash | Relaxed 1BR + Rooftop,Sonder (NYC),Murray Hill,1,287.7006475,163,3.99
391,East Village Duplex Penthouse,Rachel,East Village,16,536.7435242,348,1.52
392,Charming Private Room in Apt Share- Astoria NY,Linda,Astoria,5,85.34941204,498,4.41
393,Spacious 3people room close to Broadway-J/M trains,Sergii,Bushwick,1,64.97871209,213,3.6
394,"Park Slope,  Brooklyn",Randy,Park Slope,1,199.3949605,186,2.1
395,renovated sunnyside with NY city views,Ana,Sunnyside,5,169.8123328,256,4.05
396,Clinton Hill loft for your creative side.,Matthew,Bedford-Stuyvesant,1,201.158595,340,2.3
397,Comfy house close to Central Brooklyn,Gedalia,East Flatbush,1,88.63602103,345,2.25
398,Central Park Spacious Room,Hongzhi,Upper West Side,16,249.6614922,190,3.95
399,Spacious and stylish Harlem apartment,Nicola,Harlem,16,512.2270723,369,2.94
400,Private room in Central Park North,Jordania,Harlem,1,132.0765,212,2.09
401,Brooklyn apt 10 minutes to Manhattan by subway,Alan,Bedford-Stuyvesant,1,92.40340659,246,3.45
402,Cozy bedroom in Long Island City,Leila,Astoria,5,85.38643372,368,2.68
403,ENTIRE APARTMENT: BRIGHT & CHARMING- best location,Paloma,East Village,1,286.0941459,483,2.18
404,Comfortable 1 Bedroom Apartment,Chris,Bath Beach,1,188.7225551,369,2.7
405,Spacious Modern 2bd Whole Flat @ Heart of Brooklyn,Ethan,Prospect Heights,1,197.558314,237,2.42
406,Spacious 3 Bedroom 5 mins way from Manhattan!!!,Daniella,Long Island City,5,172.5174656,222,2.99
407,Beautiful queens apartment! 10 minutes to NYC,Olivia,Astoria,5,167.0505725,286,3.96
408,Doorman 1 bedroom GYM Deck Luxury!5203,Jeremy & Laura,Midtown,1,281.8478047,419,4.84
409,Light-filled full Apt near Cloisters and Parks,Jacob,Inwood,1,259.1400991,286,2.34
410,Convenient room in Williamsburg,Maxim,Williamsburg,1,205.7498482,537,3.95
411,Big room at 15min from Times Square,Leo,Sunnyside,5,86.84541178,252,4.2
412,Ground Floor Retreat near BKLYN Children’s Museum,Melissa,Crown Heights,1,195.0873213,621,3.51
413,Sunny Room in Lower East Side Apt!,Cheryl,Lower East Side,16,533.6070237,660,2.88
414,Nice studio in heart of the of the West Village,Patrick,West Village,16,535.3332549,477,2.64
415,Lux 1-BR Apt In Midtown West-prime location!,Kara,Hell's Kitchen,1,282.4249497,260,4.63
416,Cozy studio apartment close to trains 111 st/2 av,Adam,East Harlem,1,268.178503,445,3.26
417,The Crown,Alliot,Crown Heights,1,195.4704019,279,2.99
418,Clean-Cozy-Beside 3 train station,Jeremy,Harlem,1,128.1299376,287,4.64
419,Renovated 1 BDR Apt~ Heart of Midtown Manhattan ❤️,Lynn Liz,Midtown,1,284.5332267,396,3.67
420,Room in queens covenient safe locat,Eddie,Bellerose,5,82.06554839,292,3.49
421,Studio Apartment in Astoria - Best Location!,Diana,Astoria,5,166.7098124,394,2.57
422,"Cozy duplex in Redhook, Brooklyn
(entire basement)",Salem,Red Hook,1,269.5918906,265,3.92
423,"Clean, Cozy, and Spacious Brooklyn Row House",Chitra,Cypress Hills,1,86.90809204,207,3.96
424,Upscale 1 Bedroom Midtown West NYC Apartment,Kara,Midtown,1,282.6466814,254,3.64
425,NYC artists’ loft with roof deck,Sol,Greenpoint,1,279.9768139,359,3.99
426,"3 BR, Bklyn, Long/Short Term",Sarah,Bedford-Stuyvesant,1,196.8460632,174,2.49
427,"Your own private, fully furnished large room.",Paul,East Harlem,1,131.1279427,400,1.65
428,Heights V,Candace,East Flatbush,1,193.1204441,644,2.93
429,Bright central designer's apt - steps to train!,Deren,Bedford-Stuyvesant,1,199.1608781,344,3.31
430,Sundrenched Studio Doorman Elevator Laundry 5240,Jeremy & Laura,Midtown,1,283.3300181,293,4.02
431,Gorgeous Sun Filled Creative Loft! Clean & Unique!,Dana,Bushwick,1,198.0903906,484,2.81
432,Luxe Modern Private Townhome,Joseph,Carroll Gardens,1,96.00087873,380,2.47
433,"Luxury room w/ balcony, 5 mins to subway",Maya,Bushwick,1,93.86120981,654,4.67
434,Private room in Lux Boho Loft,Angela,Greenpoint,1,103.7926751,244,3.05
435,Charming 1 Bedroom on the best block in BK Heights,Clarke,Brooklyn Heights,1,205.0655126,592,2.86
436,MyPlace2Beach,D.,Arverne,20,504.7940075,375,3.49
437,BKLYN Cozy B&B,Anthony,Bedford-Stuyvesant,1,93.27862219,584,2.58
438,Charming bedroom w private bathroom,Petr,Williamsburg,1,97.2642183,599,2.85
439,5 Bdrm Historic Brownstone Triplex,Emily,Cobble Hill,1,273.3548647,198,2.65
440,Bright Airy Spacious Brooklyn Artist's Home,Shelley,Flatbush,1,193.3576048,168,3.66
441,A wonderfull suite in Brooklyn,Bracha,Borough Park,1,192.2680652,295,2.45
442,Modern & Sun-filled 1BR Condo in Prospect Heights,Bertrand,Prospect Heights,1,198.7913919,311,3.35
443,Cozy two bedroom nestled in trendy Gramercy,Gabbie,Gramercy,16,538.1607577,411,1.96
444,CrashPadsUSA Hotbeds for Airline Crew ONLY,A.B.,Kew Gardens,5,77.64089168,541,3.05
445,Sunny private room on Central Park,Chava,East Harlem,16,517.4896249,507,3.69
446,1 Full Size Bed with Bike Rental,Crystal,East Village,16,264.8032448,186,2.92
447,1 BR apt in heart of the Village,Caspar,Greenwich Village,16,536.549284,217,2.31
448,Best private room A in Brooklyn close to Subways,Nubia,Bushwick,1,89.44005729,257,2.84
449,Brooklyn Apartment with Great Natural Lighting,Dotun,Crown Heights,1,90.16130088,252,3.09
450,♀ Large Sunny Room in Newly Renovated Apt Popular,Dee,Bedford-Stuyvesant,1,195.4118272,367,4.6
451,Manhatten dream apt thats just like home.,Debra,Hell's Kitchen,1,142.92725,198,2.08
452,Huge Designer Loft- View of New York City Skyline!,Lauren And Jeff,Williamsburg,1,199.6950661,297,3.7
453,"Architect Loft,  btw Soho & Tribeca, Private Roof",Edouard,Tribeca,1,285.7354594,391,3.68
454,Château Sharif - Cozy Washington Heights Studio,Sharif J.,Washington Heights,1,261.9294644,567,2.07
455,Artist’s Pad Prospect Park,Al,Flatbush,16,513.5687613,481,4.5
456,Contemporary Bushwick garden heaven,Greg,Bushwick,1,91.95127299,226,4.05
457,Amazing and Lofty 2BD space in Williamsburg,Aleks,Williamsburg,1,206.4701338,412,3.3
458,Affordable long stay room for individual,Normandy,Bedford-Stuyvesant,1,95.87994366,271,2.97
459,Cozy private room in Greenwich Village,Christopher,Greenwich Village,1,148.7459319,240,2.88
460,Chill 2BD in Brooklyn,Josephine,Brownsville,1,191.8410582,190,2.32
461,Sunnyside room mins to Times Square & JFK.,Kazuya,Sunnyside,5,86.33971499,276,4.71
462,"Private second floor, 2 BR, wood-frame farmhouse.",Jeff,Clinton Hill,1,96.79230649,297,2.91
463,"Private room in midtown Manhattan曼哈顿中心 位于地狱厨房,位置棒棒",Laura,Hell's Kitchen,1,146.2577545,439,2.35
464,Cozy Brooklyn One Bedroom,Alison,Flatbush,1,193.0190237,242,3.67
465,HUGE 3 BEDROOMS IN BEST PART OF BROOKLYN!!,Miguel Angel,Bushwick,1,195.8714044,413,2.39
466,Midtown West Private Sublet - Best Value,Corporate Housing,Hell's Kitchen,1,283.1757606,321,2.15
467,Stylish 1 Bedroom Apt. for 4 p/ NYC - Murray Hill!,Daia,Murray Hill,1,288.301609,228,3.17
468,Brooklyn Best Location! Granite Prospect! Doorman!,Eva,Brooklyn Heights,1,206.844655,200,2.3
469,"Sunny, modern apt on Prospect Park",David,Prospect-Lefferts Gardens,1,194.3190159,583,3.14
470,Elegant Arty Studio In Brooklyn,Stephen,Boerum Hill,1,202.3275447,643,3.54
471,Crown Heights Guest House 3R,Abraham,Crown Heights,1,194.2680336,356,2.04
472,East 39th Street Furnished Studio,Pranjal,Murray Hill,16,536.646157,230,3.23
473,Pretty 1 BR  2 mins from subway,Valeria,Flatbush,1,190.4831363,201,2.1
474,Great Chelsea block near Highline & Subways,Michael,Chelsea,16,536.4529016,250,2.74
475,Amazing refuge near Prospect Park,Ben,Prospect Heights,1,197.9353879,430,3.14
476,Hello! Cozy-Singles NYC- Upper Manhattan- Harlem!!,Jeanine,Harlem,16,515.759324,263,4.84
477,Great Location Cozy Apt. w/ Private Bath,Lucy,Long Island City,5,89.97739176,161,3.14
478,"Cozy West 15th Street Studio, Chelsea",Ken,Chelsea,16,536.7435242,281,3.48
479,San Carlos Hotel One Bedrm Suite (B) up to 5,Janet,Midtown,16,263.3861804,366,4.35
480,Friendly place with garden,Christophe,Park Slope,1,92.86135524,363,2.81
481,Sunny Bedroom w/ Private Bathroom in Williamsburg,Monica,Williamsburg,1,99.06327559,603,3.47
482,"Bright, Clean and Spacious East Village Studio",Zander,East Village,16,536.2615934,258,4.38
483,Private 2bdr apt. awesome LES/Chinatown location,Gia,Civic Center,1,146.8246993,425,2.23
484,Brooklyn 2 bedroom Apartment,Marcus,Bedford-Stuyvesant,16,249.2765152,507,3.07
485,Big room only 90. Great location.,Asuka,Chelsea,16,265.4409999,630,3.49
486,"EV, Hippest East Village",Stephanie,East Village,16,263.6013217,175,3.99
487,A Historic District Gem in Jackson Heights,Vivian,Jackson Heights,20,514.2676917,402,3.24
488,Massive Luxury 1BR Condo in Astoria / LIC,Chris,Ditmars Steinway,5,266.2459117,218,2.49
489,"Private room Flushing Queens, 15 min from 7train",Paolo,Flushing,5,77.96592946,291,4.04
490,"Soulful, Artistic Space in a Brooklyn Townhouse",Todd,Park Slope,1,199.103168,263,3.93
491,Best part of Brooklyn! Large room in Bushwick.,Julian,Bushwick,1,93.36919451,206,2.91
492,Artsy apartment in Crown Heights next to Subway,Javier,Crown Heights,1,193.9038687,360,3.32
493,NY TIME SQUARE DOUBLE ROOM,Hudson River Hotel,Hell's Kitchen,16,263.1740979,214,2.91
494,Apartment at the St.Regis Hotel,Masaichi,Midtown,18,533.04043,348,4.85
495,Indo Sweet,Keon,East Flatbush,1,87.06645542,423,2.12
496,Sunny back bedroom in duplex,Emily,Park Slope,1,196.9149053,515,2.49
497,"Stunning, Duplex Apartment in Beautiful Bed-Stuy",Danika & Cary,Bedford-Stuyvesant,1,194.6318925,307,4.49
498,Manhattan Skyline & Freedom Tower View,Una,South Slope,1,91.38105108,342,3.92
499,Brooklyn Apartment 2,Michael,Bedford-Stuyvesant,1,194.8473685,410,2.42
500,Private space in GORGEOUS building,Mara,Bedford-Stuyvesant,1,197.8842592,504,3.28
501,Comfortable Private Apartment in Heart of Flatbush,Judy,Midwood,16,243.2657545,465,4.58
502,"Bright, Lovely, Private Room in Midtown Manhattan",Lydia,Midtown,16,261.706398,433,2.53
503,Two bedrooms with free parking,Alice,Flushing,5,156.4080273,471,3.36
504,Nice Apartment in Gramercy Park,Juan Eduardo,Gramercy,1,288.301609,222,4.42
505,Modern Southwestern Retreat- Spacious 1 Bed,Leslie,Williamsburg,1,208.6919172,556,2.64
506,Private Bathroom & Private Bedroom in Clinton Hill,Vincent,Bedford-Stuyvesant,1,93.05639009,160,3.81
507,Sunny 1BR in the East Village center,Vladimir,East Village,1,286.739109,413,3.54
508,UES private bedroom in shared apartment,Geoffrey,Upper East Side,16,258.1112016,187,3.36
509,Apt #1: 2BR/1BA w/ Backyard,Clayon Elizabeth,Crown Heights,16,247.1107285,962,2.44
510,Elegant modern 1-bedroom in Bed-Stuy,Jenn,Bedford-Stuyvesant,1,199.6343629,253,1.6
511,Private Bedroom in a 3 BR Apt on Riverside Drive,Mayra,Inwood,16,241.5099603,213,4.95
512,"Tree lined, light-filled in Chelsea",Karin,Chelsea,16,535.8847018,261,4.26
513,Private room in Greenpoint,Ricardo,Greenpoint,1,98.20148759,247,1.78
514,2 Bedroom Family Apartment in a Quiet Neighborhood,Ted,Flatbush,1,191.7084546,440,4.14
515,Two Bed Apt w/ Private Patio in Prime EastVillage,Brett,East Village,1,287.0224843,456,3.41
516,Cozy Harlem Haven,T,East Harlem,16,514.4867559,265,4.26
517,Quirky apt in great area,Sarah,Bushwick,1,90.80215819,281,2.29
518,Fantastic private room!,Jay,Bedford-Stuyvesant,1,95.15681512,197,2.27
519,Great Private Bedroom at Great Price Madison 3R-4,Nina,Bedford-Stuyvesant,1,196.3998339,152,2.61
520,NO LONGER AVAILABLE SORY,Darren,Upper West Side,1,269.482024,176,2.56
521,Lovely Studio APT in the center of K-TOWN,Werner,Midtown,16,538.9094849,245,2.03
522,Bowery modern loft,Maytal And Ken,Lower East Side,17,535.8847018,235,3.62
523,420 E 61 st Street SOLOW building 1BR furnished,Raymond,Upper East Side,16,530.1906916,237,2.23
524,PERFECT STUDIO FOR 2 EAST 60th ST,Ruchi,Upper East Side,16,530.9457505,171,2.94
